chr	gene	nSNPs	nSims	start	stop	Test	geneBased.pval	topSNP	topSNP.pval	genome	cohort	outcome	disease
6	EDN1	73	1000	12280528	12307427	109.421719224169	0.134865134865135	rs10478713	1.69399999999999e-05	R	M	PFS	ALLonly
6	ESR1	1354	1000	152001630	152434408	1087.46381072666	0.656343656343656	rs150383919	0.0001231	R	M	PFS	ALLonly
10	FAS	214	1000	90740287	90785542	292.781260491395	0.193806193806194	rs7069061	0.0397899999999999	R	M	PFS	ALLonly
1	FASLG	61	1000	172618184	172646012	32.620244886512	0.775224775224775	rs763110	0.0149	R	M	PFS	ALLonly
1	FCGR2A	120	10000	161465204	161499360	237.009425755798	0.0402959704029597	rs11801397	0.000420300000000007	R	M	PFS	ALLonly
11	FEN1	29	1000	61550108	61574714	18.6466786388215	0.578421578421578	rs695867	0.0445900000000001	R	M	PFS	ALLonly
6	GCLC	240	1000	53352139	53419927	243.004162991907	0.407592407592408	rs72944719	0.01543	R	M	PFS	ALLonly
1	GCLM	139	1000	94342589	94385012	99.3942342875237	0.643356643356643	rs71652546	0.05397	R	M	PFS	ALLonly
22	GGT1	195	1000	24969717	25034972	280.229849132178	0.136863136863137	rs76748036	0.005461	R	M	PFS	ALLonly
3	GPX1	31	1000	49384608	49405791	13.6600025419892	0.849150849150849	rs72554696	0.1837	R	M	PFS	ALLonly
14	GPX2	79	1000	65395869	65419623	103.626137417382	0.222777222777223	rs72728205	0.00189699999999999	R	M	PFS	ALLonly
5	GPX3	81	1000	150389998	150418554	62.7421272715018	0.561438561438561	rs8177429	0.00735800000000001	R	M	PFS	ALLonly
6	GSTA1	91	1000	52646177	52678664	53.2402941447741	0.606393606393606	rs72552261	0.0179299999999998	R	M	PFS	ALLonly
1	GSTM1	42	1000	110220417	110246367	50.194468820652	0.246753246753247	rs187753552	0.0415300000000001	R	M	PFS	ALLonly
1	GSTM2	80	1000	110200643	110236619	70.5661040887121	0.529470529470529	rs187753552	0.0415300000000001	R	M	PFS	ALLonly
1	GSTM3	56	10000	110266553	110293660	111.447796311044	0.0683931606839316	rs41283504	0.000100899999999998	R	M	PFS	ALLonly
1	GSTM4	90	1000	110188697	110218123	74.2411055888436	0.573426573426573	rs191573166	0.01062	R	M	PFS	ALLonly
1	GSTM5	104	1000	110244863	110270890	158.00540141025	0.12987012987013	rs4970773	0.0158599999999999	R	M	PFS	ALLonly
11	GSTP1	84	1000	67341065	67364124	70.7432026198536	0.471528471528472	rs1138272	0.0691999999999998	R	M	PFS	ALLonly
22	GSTT1	9	1000	24366138	24394284	2.6840216711846	0.96003996003996	rs111904579	0.3959	R	M	PFS	ALLonly
14	GZMB	80	1000	25090160	25113432	104.629063175793	0.218781218781219	rs60866989	0.0229999999999999	R	M	PFS	ALLonly
13	HMGB1	52	10000	31022878	31050081	180.200578875302	0.0120987901209879	rs1412125	0.0012	R	M	PFS	ALLonly
4	HPSE	166	1000	84203613	84266306	110.470345915803	0.687312687312687	rs146239384	0.00204799999999999	R	M	PFS	ALLonly
19	ICAM1	90	1000	10371516	10407291	50.3205014397806	0.897102897102897	rs5030398	0.0882899999999997	R	M	PFS	ALLonly
2	ICOS	174	1000	204791470	204836298	135.749266179516	0.617382617382617	rs147633130	0.0385500000000001	R	M	PFS	ALLonly
12	IFNG	78	1000	68538549	68563521	37.601992848831	0.81018981018981	rs117364366	0.0428399999999999	R	M	PFS	ALLonly
6	IFNGR1	72	1000	137508620	137550567	82.055083759332	0.314685314685315	rs7774663	0.01643	R	M	PFS	ALLonly
21	IFNGR2	146	1000	34765201	34819828	170.725213117083	0.274725274725275	rs117295018	0.00164900000000001	R	M	PFS	ALLonly
8	IKBKB	154	1000	42118819	42200171	210.267925461986	0.200799200799201	rs13270719	0.005304	R	M	PFS	ALLonly
1	IL10	64	1000	206930947	206955839	87.2463386758906	0.171828171828172	rs3024498	0.00722700000000001	R	M	PFS	ALLonly
11	IL10RA	87	1000	117847105	117882199	66.3837882935652	0.568431568431568	rs116904998	0.0484399999999995	R	M	PFS	ALLonly
21	IL10RB	157	1000	34628664	34679539	146.472652419642	0.474525474525474	rs77065560	0.000995799999999995	R	M	PFS	ALLonly
3	IL12A	74	1000	159696622	159723806	97.9205754902467	0.210789210789211	rs35394674	0.000656400000000006	R	M	PFS	ALLonly
5	IL12B	66	1000	158731790	158767481	48.3164507412199	0.627372627372627	rs1433043	0.0403999999999998	R	M	PFS	ALLonly
19	IL12RB1	254	1000	18159804	18219626	292.633853798876	0.307692307692308	rs1099561	0.01713	R	M	PFS	ALLonly
5	IL13	42	1000	131983864	132006801	29.6602860086503	0.583416583416583	rs2243302	0.03059	R	M	PFS	ALLonly
10	IL15RA	222	1000	5984333	6030150	317.906155233535	0.11988011988012	rs8177788	0.00182	R	M	PFS	ALLonly
11	IL18	98	1000	112003973	112044840	37.4990604734165	0.916083916083916	rs5744256	0.160200000000001	R	M	PFS	ALLonly
2	IL1A	83	1000	113521491	113552971	27.9112865126355	0.789210789210789	rs80134366	0.00498999999999999	R	M	PFS	ALLonly
2	IL1B	51	1000	113577336	113604356	47.6026033053393	0.453546453546454	rs7596461	0.02723	R	M	PFS	ALLonly
2	IL1R1	382	1000	102676835	102806334	523.949711635054	0.181818181818182	rs3755295	0.00127100000000003	R	M	PFS	ALLonly
2	IL1RN	148	1000	113865469	113901593	56.746213903915	0.887112887112887	rs17042998	0.0500800000000003	R	M	PFS	ALLonly
4	IL2	50	1000	123362625	123387650	62.5856984491111	0.280719280719281	rs148587393	0.00147700000000001	R	M	PFS	ALLonly
1	IL23R	320	1000	67622168	67735650	259.655259706804	0.589410589410589	rs11581483	0.0266700000000001	R	M	PFS	ALLonly
10	IL2RA	304	1000	6042656	6114333	303.422999940212	0.433566433566434	rs3118475	0.0156499999999999	R	M	PFS	ALLonly
5	IL4	64	1000	131999677	132028370	87.5871657759371	0.240759240759241	rs2243243	0.01746	R	M	PFS	ALLonly
16	IL4R	218	1000	27315229	27386099	254.01707460913	0.252747252747253	rs142348681	0.00120900000000002	R	M	PFS	ALLonly
7	IL6	98	1000	22756765	22781621	73.4205493874314	0.635364635364635	rs62449497	0.04056	R	M	PFS	ALLonly
1	IL6R	196	1000	154367668	154451926	105.948254971462	0.866133866133866	rs150056239	0.01992	R	M	PFS	ALLonly
5	IL7R	138	1000	35846976	35889705	194.720797118782	0.207792207792208	rs1389835	0.0343199999999999	R	M	PFS	ALLonly
19	IRF3	39	10000	50152825	50179132	114.003530184669	0.0190980901909809	rs2304207	0.00506399999999999	R	M	PFS	ALLonly
12	KLRK1	100	1000	10514951	10552653	113.850594006572	0.293706293706294	rs117266223	0.0807399999999997	R	M	PFS	ALLonly
19	LIG1	317	1000	48608701	48683860	599.567676019068	0.0919080919080919	rs138105821	0.00038409999999999	R	M	PFS	ALLonly
17	LIG3	43	1000	33297516	33342088	31.2942904203431	0.609390609390609	rs117648761	0.0611800000000005	R	M	PFS	ALLonly
12	LRP1	157	1000	57512281	57617125	201.810493770234	0.231768231768232	rs35292422	0.0658900000000004	R	M	PFS	ALLonly
19	MADCAM1	165	1000	486489	515343	138.895195634295	0.6003996003996	rs4919908	0.01428	R	M	PFS	ALLonly
2	MAL	48	1000	95681399	95729737	44.4158559385028	0.470529470529471	rs1316873	0.01735	R	M	PFS	ALLonly
3	MBD4	70	1000	129139786	129169022	53.808028283892	0.426573426573427	rs151338787	0.02459	R	M	PFS	ALLonly
10	MBL2	126	1000	54515139	54541460	94.2925569844812	0.622377622377622	rs11003118	0.03012	R	M	PFS	ALLonly
12	MGST1	151	1000	16490075	16540123	146.809613181558	0.422577422577423	rs9332917	0.01575	R	M	PFS	ALLonly
22	MIF	106	1000	24226564	24247409	178.330017249655	0.115884115884116	rs77114196	0.00524400000000002	R	M	PFS	ALLonly
16	MPG	87	1000	117017	145850	101.607583562742	0.24975024975025	rs12919210	0.01842	R	M	PFS	ALLonly
17	MPO	61	1000	56337216	56368296	67.4411143960474	0.331668331668332	rs35112109	0.0091	R	M	PFS	ALLonly
1	MTHFR	230	1000	11835786	11876160	460.930723735588	0.0949050949050949	rs77292210	0.01472	R	M	PFS	ALLonly
1	MTR	335	1000	236948580	237077281	349.619332321903	0.340659340659341	rs76344770	0.00410199999999999	R	M	PFS	ALLonly
5	MTRR	260	1000	7859216	7911235	166.972623317152	0.716283716283716	rs10520874	0.05411	R	M	PFS	ALLonly
1	MUTYH	40	1000	45784913	45816142	21.6572973329452	0.835164835164835	rs3219486	0.0759500000000003	R	M	PFS	ALLonly
8	NAT1	390	1000	18017970	18091198	219.955856855241	0.871128871128871	rs182236804	0.00468799999999999	R	M	PFS	ALLonly
8	NAT2	206	1000	18238754	18268723	233.281027591648	0.316683316683317	rs115942586	0.0354900000000001	R	M	PFS	ALLonly
4	NFKB1	248	1000	103412485	103548459	396.465736310452	0.16983016983017	rs4648009	0.00799400000000003	R	M	PFS	ALLonly
10	NFKB2	54	1000	104143866	104172286	78.8531053131198	0.140859140859141	rs4486546	0.0269800000000001	R	M	PFS	ALLonly
14	NFKBIA	95	1000	35860715	35883960	130.028579181761	0.17982017982018	rs1050851	0.0119	R	M	PFS	ALLonly
19	NFKBIB	70	10000	39380339	39409534	142.552161060103	0.0602939706029397	rs3136642	0.006946	R	M	PFS	ALLonly
1	NLRP3	294	1000	247569457	247622406	265.95165630298	0.551448551448551	rs10733112	0.01774	R	M	PFS	ALLonly
16	NOD2	102	1000	50721049	50776987	99.410483513418	0.384615384615385	rs74477363	0.00498199999999998	R	M	PFS	ALLonly
12	NOS1	486	1000	117635946	117809607	382.694019969315	0.661338661338661	rs11068460	0.01133	R	M	PFS	ALLonly
17	NOS2	197	1000	26073791	26137555	168.376730524813	0.544455544455544	rs11657646	0.02684	R	M	PFS	ALLonly
7	NOS3	102	1000	150678143	150721687	127.072795640993	0.222777222777223	rs192802117	0.000290000000000006	R	M	PFS	ALLonly
16	NTHL1	58	10000	2079815	2107867	133.103009935374	0.0165983401659834	rs3211995	0.002412	R	M	PFS	ALLonly
3	OGG1	70	1000	9781627	9818353	27.6672455700472	0.967032967032967	rs3219003	0.0413299999999998	R	M	PFS	ALLonly
12	OLR1	143	1000	10300898	10334790	119.617338093264	0.487512487512487	rs34928694	0.0535600000000001	R	M	PFS	ALLonly
12	P2RX7	353	10000	121560621	121634354	760.988757000595	0.0355964403559644	rs28360439	0.00113899999999997	R	M	PFS	ALLonly
1	PARP1	199	1000	226538391	226605801	94.0413781338321	0.758241758241758	rs114290154	0.002769	R	M	PFS	ALLonly
20	PCNA	78	1000	5085598	5117268	24.6156060843106	0.908091908091908	rs6053142	0.2424	R	M	PFS	ALLonly
22	PDGFB	132	1000	39609684	39650957	71.3034668515727	0.829170829170829	rs75157212	0.0183699999999999	R	M	PFS	ALLonly
4	PDGFC	358	1000	157672762	157902546	154.522993585688	0.968031968031968	rs114591442	0.0394200000000001	R	M	PFS	ALLonly
11	PDGFD	991	1000	103767913	104045027	734.435924064078	0.746253746253746	rs185254779	0.00260100000000001	R	M	PFS	ALLonly
4	PDGFRA	205	1000	55085263	55174412	204.465203186581	0.357642357642358	rs191318016	0.0371999999999999	R	M	PFS	ALLonly
5	PDGFRB	199	1000	149483401	149545422	139.532327717465	0.783216783216783	rs17656204	0.0144099999999999	R	M	PFS	ALLonly
17	PECAM1	102	10000	62386776	62417083	263.555191027559	0.0330966903309669	rs12947510	0.000509899999999994	R	M	PFS	ALLonly
19	PNKP	63	1000	50354459	50380822	28.4254362872471	0.892107892107892	rs187962247	0.0524000000000003	R	M	PFS	ALLonly
8	POLB	122	1000	42185972	42239331	144.188151642428	0.25974025974026	rs13270719	0.005304	R	M	PFS	ALLonly
19	POLD1	141	1000	50877579	50931275	103.099238377585	0.649350649350649	rs75256967	0.00838199999999998	R	M	PFS	ALLonly
7	POLD2	76	1000	44144278	44173169	80.6778407066881	0.350649350649351	rs2908280	0.02829	R	M	PFS	ALLonly
12	POLE	272	1000	133190347	133274110	342.530510389035	0.235764235764236	rs34670772	0.00571400000000002	R	M	PFS	ALLonly
18	POLI	165	1000	51785848	51834604	138.272058365083	0.493506493506494	rs76942258	0.0328199999999999	R	M	PFS	ALLonly
10	POLL	53	1000	103328638	103358027	15.7690400601629	0.944055944055944	rs113757082	0.0798199999999996	R	M	PFS	ALLonly
7	PON1	126	1000	94917668	94963884	97.3427318177007	0.629370629370629	rs3917507	0.01017	R	M	PFS	ALLonly
9	PTGS1	158	1000	125122808	125167982	95.4817297117901	0.809190809190809	rs10306130	0.007742	R	M	PFS	ALLonly
1	PTGS2	107	1000	186630943	186659559	58.6570498852896	0.701298701298701	rs190727416	0.01605	R	M	PFS	ALLonly
1	PTPN22	147	1000	114346432	114424375	97.9548391096745	0.664335664335664	rs192722812	0.00191800000000001	R	M	PFS	ALLonly
6	RAET1E	116	1000	150194510	150227195	99.2356824243816	0.428571428571429	rs9371216	0.0952199999999994	R	M	PFS	ALLonly
6	RAET1G	87	1000	150228013	150254214	92.1386227275346	0.333666333666334	rs78251044	0.0452099999999999	R	M	PFS	ALLonly
6	RAET1L	89	1000	150331265	150356668	47.0104273488596	0.726273726273726	rs55876943	0.0316	R	M	PFS	ALLonly
19	RELB	131	1000	45494706	45551456	188.704392810007	0.122877122877123	rs141652051	0.00508799999999998	R	M	PFS	ALLonly
4	RFC1	173	1000	39279068	39378001	102.561268729119	0.654345654345654	rs4975010	0.01055	R	M	PFS	ALLonly
7	RFC2	73	10000	73635831	73678788	184.650313125979	0.0292970702929707	rs185427482	0.01033	R	M	PFS	ALLonly
13	RFC3	369	1000	34382205	34550695	221.740781316331	0.746253746253746	rs145336487	0.00414900000000002	R	M	PFS	ALLonly
3	RFC4	74	1000	186497681	186534484	84.5334191983681	0.270729270729271	rs12633507	0.01376	R	M	PFS	ALLonly
12	RFC5	108	10000	118444505	118480042	277.323566267388	0.0088991100889911	rs5745857	0.000470700000000008	R	M	PFS	ALLonly
1	SELL	179	1000	169649805	169690843	265.835435416108	0.153846153846154	rs10919227	0.0303800000000001	R	M	PFS	ALLonly
5	SLC22A4	192	1000	131620144	131689899	335.305516978415	0.125874125874126	rs162889	0.001784	R	M	PFS	ALLonly
5	SLC22A5	132	1000	131695400	131741306	247.736753821324	0.111888111888112	rs17689595	0.000795499999999984	R	M	PFS	ALLonly
12	SMUG1	64	1000	54564141	54592778	64.1091922523196	0.377622377622378	rs3136384	0.04887	R	M	PFS	ALLonly
2	STAT4	284	1000	191884301	192026322	494.828100297628	0.0709290709290709	rs75356866	0.000668300000000007	R	M	PFS	ALLonly
11	TCN1	33	1000	59610280	59644041	46.8426344599339	0.140859140859141	rs150884181	0.000470299999999994	R	M	PFS	ALLonly
22	TCN2	260	1000	30993069	31033047	364.05859131831	0.165834165834166	rs187230101	0.00248499999999999	R	M	PFS	ALLonly
12	TDG	171	1000	104349592	104392656	64.9987094880021	0.937062937062937	rs193055023	0.02315	R	M	PFS	ALLonly
19	TGFB1	91	1000	41826435	41869838	97.7954335952721	0.332667332667333	rs148292179	0.01244	R	M	PFS	ALLonly
1	TGFB2	239	1000	218508675	218627961	160.269808852972	0.784215784215784	rs10482836	0.01212	R	M	PFS	ALLonly
9	TGFBR1	134	1000	101857411	101926473	97.1324956992998	0.586413586413586	rs10988719	0.0154600000000001	R	M	PFS	ALLonly
3	TGFBR2	335	1000	30637993	30745633	302.7547643373	0.53946053946054	rs9844092	0.00533499999999998	R	M	PFS	ALLonly
1	TGFBR3	784	1000	92135899	92381559	1044.75122846928	0.16983016983017	rs6604064	0.000310100000000001	R	M	PFS	ALLonly
4	TLR1	117	1000	38787875	38816412	62.8591316666184	0.719280719280719	rs183160437	0.000224399999999995	R	M	PFS	ALLonly
4	TLR10	188	1000	38763859	38794611	39.3560811542214	0.98001998001998	rs6856032	0.0762300000000005	R	M	PFS	ALLonly
4	TLR2	93	1000	154595440	154637242	79.8897587961062	0.551448551448551	rs115434700	0.01212	R	M	PFS	ALLonly
4	TLR3	140	1000	186980308	187016252	105.563236861111	0.655344655344655	rs62334689	0.0508099999999996	R	M	PFS	ALLonly
9	TLR4	81	1000	120456452	120489769	64.7925557668832	0.591408591408591	rs17323717	0.0602400000000002	R	M	PFS	ALLonly
1	TLR5	193	1000	223272747	223326624	311.582399846541	0.13986013986014	rs28575203	0.0252600000000001	R	M	PFS	ALLonly
4	TLR6	201	1000	38815328	38868438	111.603542079254	0.714285714285714	rs4833103	0.0332599999999999	R	M	PFS	ALLonly
3	TLR9	36	1000	52245095	52270179	35.0595060278189	0.394605394605395	rs353548	0.03874	R	M	PFS	ALLonly
6	TNF	71	1000	31533343	31556112	93.2222983260229	0.205794205794206	rs138637321	0.00116500000000001	R	M	PFS	ALLonly
8	TNFRSF10A	183	1000	23038969	23092680	216.303072914108	0.252747252747253	rs73222594	0.00819000000000002	R	M	PFS	ALLonly
12	TNFRSF1A	71	1000	6427922	6461283	100.308591703912	0.171828171828172	rs3782719	0.00679500000000002	R	M	PFS	ALLonly
1	TNFRSF1B	204	1000	12217059	12279277	152.900776245764	0.636363636363636	rs5746014	0.00796299999999997	R	M	PFS	ALLonly
3	TNFSF10	180	1000	172213297	172251297	130.51560418158	0.63036963036963	rs75278014	0.0822100000000004	R	M	PFS	ALLonly
1	TNFSF4	118	1000	173142869	173186471	101.261117654441	0.494505494505495	rs75061388	0.002237	R	M	PFS	ALLonly
22	TYMP	85	1000	50954180	50978514	45.1561839879547	0.862137862137862	rs75088399	0.04145	R	M	PFS	ALLonly
6	ULBP3	96	10000	150375742	150400202	232.787574171502	0.036996300369963	rs12662067	0.00858399999999998	R	M	PFS	ALLonly
12	UNG	83	10000	109525398	109558798	167.512948132289	0.04999500049995	rs34262	0.00909399999999998	R	M	PFS	ALLonly
12	VDR	229	1000	48225319	48308814	149.287132652932	0.867132867132867	rs11574052	0.01645	R	M	PFS	ALLonly
19	XRCC1	167	1000	44037463	44089730	179.113461319085	0.351648351648352	rs25480	0.0325199999999999	R	M	PFS	ALLonly
7	ABCB1	471	1000	87123178	87352639	316.966012421754	0.756243756243756	rs9282564	0.0168599999999999	R	M	PFS	AMLonly
16	ABCC1	707	1000	16033433	16246930	551.026195351479	0.69030969030969	rs3784862	0.003788	R	M	PFS	AMLonly
13	ABCC4	1201	1000	95662082	95963687	760.733034986766	0.935064935064935	rs144800540	0.000708899999999988	R	M	PFS	AMLonly
4	ABCG2	520	1000	89001415	89162474	419.043362170094	0.654345654345654	rs2231165	0.00455200000000001	R	M	PFS	AMLonly
14	APEX1	68	1000	20913289	20935931	67.0335807904644	0.3996003996004	rs11160711	0.0581799999999999	R	M	PFS	AMLonly
19	C3	265	1000	6667845	6730662	338.339973865374	0.185814185814186	rs11569577	0.000858499999999999	R	M	PFS	AMLonly
19	CARD8	316	1000	48701342	48769203	302.162382460874	0.412587412587413	rs116950953	0.01147	R	M	PFS	AMLonly
21	CBS	213	1000	44463300	44506472	243.582110026772	0.281718281718282	rs1788484	0.00744899999999997	R	M	PFS	AMLonly
3	CCR5	79	1000	46401632	46427697	69.0247620994065	0.467532467532468	rs62246130	0.01448	R	M	PFS	AMLonly
5	CD14	56	1000	140001312	140023286	97.083987844863	0.160839160839161	rs778584	0.0451399999999997	R	M	PFS	AMLonly
9	CD274	143	10000	5440502	5480567	378.375726561044	0.0096990300969903	rs113186473	0.00112200000000002	R	M	PFS	AMLonly
2	CD28	134	10000	204561197	204613636	320.625910058825	0.0360963903609639	rs62183988	0.006429	R	M	PFS	AMLonly
20	CD40	88	10000	44736905	44768384	172.208284206021	0.0531946805319468	rs1883833	0.00548600000000001	R	M	PFS	AMLonly
3	CD86	181	1000	121764208	121849988	140.358008487427	0.617382617382617	rs73184008	0.00639000000000001	R	M	PFS	AMLonly
10	CHUK	138	1000	101938123	101999344	70.8927176340638	0.745254745254745	rs11595324	0.02803	R	M	PFS	AMLonly
1	CTH	131	1000	70866900	70915534	96.8051888892706	0.675324675324675	rs115302583	0.00859399999999999	R	M	PFS	AMLonly
2	CTLA4	50	1000	204722510	204748683	35.2820524017982	0.55044955044955	rs11571317	0.0640300000000002	R	M	PFS	AMLonly
4	CXCL10	92	1000	76932268	76954689	67.1040094394458	0.487512487512487	rs180839397	0.0719899999999999	R	M	PFS	AMLonly
4	CXCL8	39	1000	74596222	74619433	18.7985277582606	0.662337662337662	rs140699754	0.0613699999999999	R	M	PFS	AMLonly
19	CYP2B6	189	1000	41487203	41534301	93.7867946575749	0.826173826173826	rs117398851	0.07313	R	M	PFS	AMLonly
10	CYP2C19	306	1000	96512462	96622671	168.128459911147	0.724275724275724	rs143622857	0.0448599999999998	R	M	PFS	AMLonly
10	CYP2C9	262	1000	96688414	96759148	182.358830807866	0.603396603396603	rs143706843	0.00445199999999999	R	M	PFS	AMLonly
7	CYP3A5	74	1000	99235811	99287649	32.1430537286235	0.926073926073926	rs41300719	0.1146	R	M	PFS	AMLonly
14	DAAM1	615	1000	59645380	59848123	350.532136166132	0.85014985014985	rs116939855	0.0152800000000001	R	M	PFS	AMLonly
6	EDN1	73	1000	12280528	12307427	53.5107519387484	0.623376623376623	rs2327543	0.03192	R	M	PFS	AMLonly
6	ESR1	1354	1000	152001630	152434408	1506.25796440339	0.294705294705295	rs150383919	4.16800000000009e-07	R	M	PFS	AMLonly
10	FAS	214	1000	90740287	90785542	98.4096298068522	0.866133866133866	rs117828925	0.0828200000000003	R	M	PFS	AMLonly
1	FASLG	61	1000	172618184	172646012	43.3726020204164	0.607392607392607	rs12041613	0.0380999999999999	R	M	PFS	AMLonly
1	FCGR2A	120	1000	161465204	161499360	88.6530560142075	0.661338661338661	rs11801397	0.004528	R	M	PFS	AMLonly
11	FEN1	29	1000	61550108	61574714	8.94295523166631	0.929070929070929	rs61896141	0.1864	R	M	PFS	AMLonly
6	GCLC	240	1000	53352139	53419927	249.501690471372	0.328671328671329	rs17884073	0.00134399999999999	R	M	PFS	AMLonly
1	GCLM	139	10000	94342589	94385012	285.576758582487	0.0511948805119488	rs12057371	0.01173	R	M	PFS	AMLonly
22	GGT1	195	1000	24969717	25034972	123.409302477218	0.879120879120879	rs79452453	0.00855700000000006	R	M	PFS	AMLonly
3	GPX1	31	1000	49384608	49405791	15.0641767831746	0.806193806193806	rs114300800	0.144900000000001	R	M	PFS	AMLonly
14	GPX2	79	1000	65395869	65419623	166.996288632522	0.0759240759240759	rs78603758	0.00307200000000001	R	M	PFS	AMLonly
